ICD	ICD10	ICD10cm	ICD_class1	ICD_class2	ICD_class3	Phecode	Phenotype	maternal	neonatal
M23	M23.6	M23.639	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.609	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.63	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.602	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.631	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.649	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.62	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.642	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.621	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.679	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.672	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.61	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.6	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.629	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.67	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.60	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.601	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.6	M23.622	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Other spontaneous disruption of ligament(s) of knee	835	Internal derangement of knee	Yes	
M23	M23.0	M23.049	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.000	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.031	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.052	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.06	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.003	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.02	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.022	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.051	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.039	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.061	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.00	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.012	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.041	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.006	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.007	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.004	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.005	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.021	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.029	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.069	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.019	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.04	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.05	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.011	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.009	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.042	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.001	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.062	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.032	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.002	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.03	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.01	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.059	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.0	M23.0	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Cystic meniscus	835	Internal derangement of knee	Yes	
M23	M23.5	M23.51	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Chronic instability of knee	835	Internal derangement of knee	Yes	
M23	M23.5	M23.50	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Chronic instability of knee	742.9	Other derangement of joint	Yes	
M23	M23.5	M23.52	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Chronic instability of knee	835	Internal derangement of knee	Yes	
M23	M23.5	M23.5	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Chronic instability of knee	742.9	Other derangement of joint	Yes	
M25	M25.7	M25.742	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.77	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.721	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.70	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.4	Calcaneal spur; Exostosis NOS	Yes	Yes
M25	M25.7	M25.7	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.4	Calcaneal spur; Exostosis NOS	Yes	Yes
M25	M25.7	M25.741	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.74	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.78	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	721.8	Other allied disorders of spine	Yes	Yes
M25	M25.7	M25.752	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.769	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.773	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.76	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.774	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.711	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726	Peripheral enthesopathies and allied syndromes	Yes	Yes
M25	M25.7	M25.729	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.719	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726	Peripheral enthesopathies and allied syndromes	Yes	Yes
M25	M25.7	M25.72	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.73	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.731	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.722	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.712	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726	Peripheral enthesopathies and allied syndromes	Yes	Yes
M25	M25.7	M25.75	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.772	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.751	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.71	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726	Peripheral enthesopathies and allied syndromes	Yes	Yes
M25	M25.7	M25.771	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.739	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.776	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.761	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.775	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.749	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.762	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.759	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.7	M25.732	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Osteophyte	726.1	Enthesopathy	Yes	Yes
M25	M25.6	M25.632	Diseases of the musculoskeletal system and connective tissue	Arthropathies	Stiffness of joint, not elsewhere classified	741.2	Stiffness of joint	Yes	Yes
